id,name,lat,lon,postal_code
239990969,Farmacia Lda. Carmen Bordallo,38.3463223,-0.7668235,03680
243532030,Pharmacy 243532030,40.4423822,-3.6371911,28027
248956794,"Sanz Peruga, María Pilar",41.6679743,-0.8909493,50018
249092446,Ríos Mitchell Bermejo De Torres Solanot,41.66247,-0.9015141,50003
249759878,"Hernández Vitoria, Luis",41.6393821,-0.9080181,50009
254751962,Pharmacy 254751962,40.4478236,-3.6444322,28027
254754882,Pharmacy 254754882,40.4460782,-3.6440234,28027
255250304,Pharmacy 255250304,40.4385381,-3.6350442,28027
255254723,Pharmacy 255254723,40.4373015,-3.6373156,28037
255260701,Pharmacy 255260701,40.4454246,-3.6344015,28027
255628882,Pharmacy 255628882,40.5021915,-3.676075,28050
255926444,Pharmacy 255926444,40.4006993,-3.7111777,28005
256874872,Pharmacy 256874872,40.4778026,-3.7088661,28029
258522065,Farmacia Talgo,40.4479072,-3.7847271,28023
258522101,Farmacia Victoria Caro,40.4453295,-3.7846942,28023
258522124,Pharmacy 258522124,40.4428613,-3.7849662,28224
265673156,Pharmacy 265673156,40.5059616,-3.6752771,28050
265673625,Pharmacy 265673625,40.5050839,-3.6719063,28050
266169969,Pharmacy 266169969,40.3984878,-3.6245263,28032
266273798,Farmacia Las Lomas,40.4397724,-3.9000254,28660
266329453,Casamayor Lalana Ruiz Álvarez,41.6392182,-0.8806731,50007
267489671,Farmacia Calzas,37.1868624,-3.5919396,18010
268045262,Farmacia Montecarmelo,40.5105475,-3.6903692,28049
280579114,Pharmacy 280579114,36.2344671,-5.3167017,11300
288559619,"González Vadillo, María Concepción",41.6373334,-0.8743308,50008
288568177,"Torrijo Rodríguez, Mercedes",41.6385336,-0.8754351,50013
288583067,"Senante Lop, María Isabel",41.6331261,-0.8803652,50007
288722523,Dña. Araceli de la Fuente Vega,42.0021434,-5.6799324,49600
290698165,Farmacia Tresona,43.553649,-5.8860476,33468
291594430,Pharmacy 291594430,38.5754261,-0.0666603,03581
296509925,Pharmacy 296509925,40.5116026,-3.6792318,28050
297322412,Farmacia Lda. A. Abeger,40.4666366,-3.6869808,28036
297605465,Pharmacy 297605465,40.4520557,-3.6853594,28036
297686188,Pharmacy 297686188,40.4673712,-3.6941868,28029
297686189,María de Marcos Cimiano,40.4685446,-3.6892004,28046
297686190,Mª Isabel Benito de Sanz,40.4701681,-3.6894313,28046
297690001,Pharmacy 297690001,40.4441642,-3.6662628,28002
301612428,Pharmacy 301612428,40.5024524,-3.6900931,28034
301681873,Farmacia Rosina de la Peña Prieto,40.3847117,-3.7516548,28047
301769398,Farmacia Merchán,37.931365,-5.7599258,41370
302786458,Pharmacy 302786458,40.444873,-3.703236,28003
302789583,Pharmacy 302789583,40.453308,-3.7028299,28020
302790072,Farmacia del Carmen,40.4545688,-3.7030145,28020
302790295,Pharmacy 302790295,40.4562014,-3.7020227,28020
302793092,Pharmacy 302793092,40.4627081,-3.6969824,28020
302793151,Pharmacy 302793151,40.4645653,-3.6953095,28020
302793536,Pharmacy 302793536,40.4662425,-3.6961446,28029
302795238,Pharmacy 302795238,40.4697841,-3.6995998,28029
302803925,FARMACIA MARIA PETRA LEON GARCIA,40.494922,-3.6934164,28034
302803935,Farmacia Casero Carretero,40.4956498,-3.6879188,28034
303618667,Farmacia Fernando Carneado Sevilla,37.3877373,-5.9723222,41007
303673314,"Alfonso Alfonso, Marciano",41.6448734,-0.8998548,50009
303674701,"Clavería Muniesa, Manuel",41.641049,-0.8907511,50006
304571593,Farmacia Castillón,36.7439578,-3.8853544,29780
304571617,Farmacia Molina Saenz,36.745392,-3.8800127,29780
307782189,Chic Shop,40.4807288,-3.6714044,28033
307845001,Farmacia Lucía Sáenz de Buruaga Molina,36.7477563,-3.8763293,29780
307845074,Farmacia Susana Chicano Vega,36.7300952,-3.9619697,29793
307845369,Farmacia las Cañas Frigiliana,36.7910835,-3.8946537,29788
307845646,Farmacia Cristina Ruiz García,36.7476618,-3.8802981,29780
310033971,Farmacia Las Naciones,40.4400199,-3.80551,28224
311670605,Farmacia Fuentes Romero,37.1972806,-3.6230898,18014
319090084,Farmacia El Tomillar,36.7500217,-4.0966222,29740
320936371,Farmacia Matilla Cortina,36.4686729,-5.0141335,29688
321211778,Farmacia San Antonio,36.5143724,-4.8817786,29601
323163630,Lda. C. Bonet,40.3283756,-3.862986,28933
324809233,Lda. María Dolores Pérez Núñez,40.3288508,-3.8599739,28932
327047187,Farmacia Ramos,40.4356375,-3.8121626,28223
338093369,Farmacia Zapata Cilveti,42.5879813,-1.7639087,31140
339205401,Pharmacy 339205401,40.4417298,-3.6527249,28027
339206160,Pharmacy 339206160,40.4601457,-3.6744136,28016
340042955,Farmacia del Riego Minco C.B,40.4028416,-3.6774645,28007
340045969,Pacífico,40.4042477,-3.6804168,28007
344556979,Pharmacy 344556979,40.4669649,-3.7037765,28029
344557423,Pharmacy 344557423,40.469191,-3.7013204,28029
344793019,Pharmacy 344793019,40.4126462,-3.725649,28011
350625617,Farmacia Villava Ana Julia Rojas,42.8309523,-1.6114886,31610
356851431,"Díez Villarroel, María Luisa",41.642124,-0.8730132,50013
356851461,"Bujanda Díaz De Cerio, María Ángeles",41.6430381,-0.8713224,50013
356982235,"Farmàcia Selva, Josep Maria i Cristina",41.4923533,2.1389385,08290
357101427,"Farmàcia Hidalgo del Barrio, Anna M.",41.4893588,2.1447283,08290
357101431,"Farmàcia Sánchez Casals, Maria Soledad",41.4857705,2.1327417,08290
357412560,Pharmacy 357412560,40.409254,-3.7237806,28011
358184011,"Izuzquiza Montaner, Ana Rosa",41.63788,-0.8649725,50013
358198245,"Gallego Richard, María Carmen",41.644676,-0.8724829,50013
358198863,"Checa Poves, María Asunción",41.6454832,-0.8737622,50008
358435389,Farmacia Paracuellos,40.5061481,-3.532113,28860
359273263,Pharmacy 359273263,40.4568564,-3.6736104,28016
359273266,Pharmacy 359273266,40.4552901,-3.6735324,28016
359275541,Pharmacy 359275541,40.4545293,-3.6706081,28016
359292554,Pharmacy 359292554,40.452263,-3.6740909,28016
359292556,Pharmacy 359292556,40.4534933,-3.6716737,28016
359299777,Pharmacy 359299777,40.4631648,-3.6717227,28016
359299778,Lda. Marta Iglesias Araúzo,40.4611137,-3.6723724,28016
359301288,Pharmacy 359301288,40.4581112,-3.6765942,28016
359306857,Pharmacy 359306857,40.4466464,-3.6847438,28002
359310787,Pharmacy 359310787,40.4468633,-3.7002109,28003
359310788,Pharmacy 359310788,40.4465563,-3.7020049,28003
359312519,Pharmacy 359312519,40.446939,-3.7090171,28003
359392857,Pharmacy 359392857,40.4468414,-3.7113239,28003
359400403,Pharmacy 359400403,40.4428603,-3.7126967,28003
359400413,Pharmacy 359400413,40.4434898,-3.7140344,28003
359415007,Farmacia San Enrique,40.455965,-3.6999681,28020
359424324,Lda. Elena Aperte,40.4706547,-3.6983302,28029
359440335,Pharmacy 359440335,40.5040541,-3.7027616,28049
359500031,Farmacia Monasterio de Silos 23,40.5036719,-3.7062288,28049
360465024,Muñoz Pereira,39.4709996,-6.3763374,10001
364741620,"Farmàcia Cases Perera, Mariona",41.3937636,2.1497797,08036
364813692,"Farmàcia Giró de la Iglesia, Olga",41.3933021,2.1445936,08021
364829688,"Farmàcia Gaya Montserrat, Mercedes",41.3919314,2.1379764,08021
364844485,Farmàcia Carlota Torres,41.3912953,2.1253205,08034
364844493,Farmàcia E. Pinto Font - I. Grases Pinto,41.3906341,2.1226099,08034
366534240,Farmacia Maria Escalante,37.3931847,-6.0007009,41001
366547184,Farmacia Orfila,37.3930361,-5.9935992,41003
366548278,Farmacia de la Encarnación,37.3924042,-5.9913521,41003
366549529,Farmacia San Pedro,37.3923646,-5.9894973,41003
366552637,Farmacia Puerta Osario,37.3933419,-5.9848361,41003
366839946,Farmacia Puerta de Carmona,37.3891358,-5.9846553,41003
367153481,Farmacia B. Pérez-Solano Rodríguez,37.3830476,-5.9933887,41004
367156842,Farmacia Gutiérrez Alviz,37.3887566,-5.9983182,41001
367654526,Farmàcia Lluís,41.4900438,2.1391742,08290
367655223,Farmàcia Cèlia Rovira Laguera,41.4942174,2.1371988,08290
370689078,Farmacia Becerra,39.4693453,-6.3864503,10005
371547873,Farmacia Adell,40.4663534,0.4671282,12500
373399786,Farmacia Valls,40.4809735,0.4826931,12500
374415796,"Farmàcia Vila Nieto, Isabel",41.4904309,2.1858055,08110
375955121,"Farmàcia Soriano Santigosa, Núria",41.4523006,2.2050039,08921
379841176,Farmacia Peruleiro,43.3664349,-8.4243748,15011
387449904,María Almudena Sánchez Martín,41.657268,-4.7367354,47009
388110848,Farmacia Sánchez Ferreiro,43.3645801,-8.4237261,15011
401621473,Farmàcia Montserrat Vela Parellada,41.6368058,2.2318179,08187
401621474,Farmàcia Núria Salayet Pompido,41.6388744,2.2327878,08187
401870093,Pilar Sainz de la Maza,43.3521177,-3.7037311,39720
408762633,Farmàcia Montserrat Trullols Casas,41.6267522,2.2355417,08186
410464974,Farmacia Arcas Water,40.2927929,-3.7457159,28905
412215747,Myriam Gutiérrez Laguna,41.8834654,-5.0449249,47800
415284539,Farmàcia Xuclà,41.4134452,2.0163979,08750
418361233,Farmacia Francisco Martín Barrena,37.3686957,-5.9891646,41012
422714575,Farmacia Soler Álvarez,37.4058336,-5.974738,41008
422724954,Farmacia María Teresa Alvarez de Sotomayor Paz,37.4077658,-5.9770893,41008
427538487,"Prieto Alvarez, Fernando",41.6324966,-0.8784594,50007
428580929,"Gil Marchite, Ignacio",41.6376003,-0.8839496,50007
429418244,Carlos Rodríguez-Tenreiro Romero-Mella,43.4833545,-8.2327958,15402
429418245,Raimundo Martínez Martínez,43.485452,-8.2342377,15402
429418247,Farmacia Punín,43.4836445,-8.2341279,15402
429611361,Autofarmacia,41.2360139,1.7992082,08870
430755048,Farmacia J. Crespo Molina,41.4197988,2.1408569,08023
430755135,Farmàcia Parc Virgili,41.4154874,2.142485,08023
430878913,Farmacia Dr. Buruaga,36.750519,-3.8739113,29780
439230556,"García Solans, José Ramón",41.6488432,-0.9209573,50011
439500973,Pharmacy 439500973,37.3932706,-5.9883289,41003
441756552,"Velasco Montes, Susana",41.6296671,-0.9071173,50009
441756647,"Mayo Orofino, Silvia",41.630344,-0.909122,50009
441756733,"Domínguez Quiroga, Joaquín",41.6323172,-0.9114576,50009
441756890,"Muñagorri Arregui, María Isabel",41.6348244,-0.9040566,50009
441947264,Torelló Riba,41.5733893,1.6081421,08710
441947268,Secanell Roca,41.574802,1.6081371,08710
449055282,Farmàcia La Salut,41.4439522,2.2222357,08913
449055283,Farmàcia Llefià,41.4368424,2.2176387,08913
449625302,Farmàcia Fàbregas,41.4808817,2.315057,08320
449681635,Farmacia Villazón,43.4811564,-5.4341593,33300
451716541,Lasuen Elezgarai,43.3067537,-2.3871076,20830
451796001,"Farmàcia Iza Marco, Ana",41.4469028,2.1751995,08042
452409313,Licenciada María Luisa Domingo Brotóns,42.335864,-3.7038928,09002
452479752,Farmàcia Craywinckel,41.4120106,2.1395126,08022
463476873,Pharmacy 463476873,40.4715882,-3.5863525,28042
465218291,Pharmacy 465218291,43.258858,-2.9027061,48004
467092406,Farmacia C. Vonn Carlstenn - LictherFelde Melendez,41.6410616,2.7380824,08380
470831098,Farmacia de la Estación,40.6267267,-4.006135,28400
472319503,"Villacampa Cubelos, Angel Jose",41.6506244,-0.9000104,50010
472460075,Pilar López Quintero,43.3510227,-8.2538716,15160
473206328,Pharmacy 473206328,43.3622919,-8.4227178,15010
473847561,Farmacia La Fontanilla,37.1810482,-5.7919707,41710
475128326,Farmacia Lisboa,37.3701802,-5.9536592,41006
475128330,Farmacia Cerro del Águila,37.3696201,-5.9558693,41006
475128334,Farmacia Afán,37.3710725,-5.9557549,41006
475128336,"Farmacia López Benitez, María José",37.3694832,-5.9579865,41600
475128340,Farmacia Cuesta Gallego,37.3721305,-5.9577771,41006
476564150,Pharmacy 476564150,43.2083033,-8.6860965,15100
478192734,Farmacia El Cerro,37.3742944,-5.960771,41006
479102374,"Sancho Garralaga, Hortensia",41.6318373,-0.9081194,50009
480729351,Ldo. Mariano Buj,43.4197685,-4.7547964,33500
480729352,Ldo. Francisco J. Llano Gutiérrez,43.4200445,-4.7548033,33500
482736357,Pharmacy 482736357,42.8441018,-2.6663823,01002
482736781,Zamacona,42.8457898,-2.6659757,01004
483574644,Ulibarri,42.8460601,-2.6736253,01001
484789453,Marina Hernando Lleyda,41.645937,-0.8918932,50005
485804691,Farmacia Casas Martín,43.2513128,-2.9181779,48006
486566704,Ldo. Mª Pilar Ruiz Garmendia,43.2533182,-2.9132719,48004
490125904,"Farmàcia Guix Mestres, Montserrat",41.4854694,2.1880286,08110
490827619,Farmacia San Juan de La Palma,37.3951145,-5.9906055,41003
490827635,Farmacia Las Setas,37.3935749,-5.9912734,41003
491029194,Farmacia Lda. Elena Merino Mérida,37.3935744,-5.9946729,41002
491455180,Lda. Francisca Hernando Valdizan,40.4587471,-3.7047029,28039
492441908,Farmacia Planas-Codinach,41.5760979,2.0862118,08207
493185355,Farmacia Mena Dos,37.4081349,-5.9881152,41009
493185894,Farmacia Carmen Pinto Maestre,37.4103635,-5.9863584,41009
493185923,Farmacia Macarena,37.4077971,-5.9855197,41009
494341890,Farmacia Campos de Soria,37.4064153,-5.9709365,41008
494504526,Farmàcia Machín,41.4536541,2.2550847,08911
496264638,Pharmacy 496264638,39.9802587,-6.0449953,10680
497078082,Farmacia Carmen Deleuze Jiménez,42.4664859,-2.4582228,26005
498374412,Pharmacy 498374412,39.9777166,-6.0466379,10680
499205678,María Ochoa de Retana,42.8461909,-2.682282,01008
500276931,Farmacia Souto-Meiriño,42.3920628,-8.6969493,36900
500914401,Arkaitz Perez Ruiz de Zuazo,42.8660794,-2.6961598,01010
500917364,Farmacia M. Adrián Sagardoy,42.8615572,-2.6918873,01010
504604795,"Farmàcia Rosanes Álvarez, Irene",41.849638,3.1341845,17230
504607229,Irune y Leire Adraca Iturbe,43.2799195,-2.9852725,48903
506236252,"Farmàcia Masagué Ramonell, Anna",41.3942532,2.1784533,08013
506236269,"Farmàcia Salvador Solé, Palmira",41.3923144,2.189737,08005
509989645,Farmàcia Remei Freixes Sanjuan,42.2656416,3.0185954,17485
512486520,"Farmàcia Colomer Llach, M. Mercedes",41.8999352,2.2831856,08507
514141292,"Farmàcia Hernández Calvet, Jordi",41.4479443,1.9694797,08740
514169590,Farmacia Luis de Santiago Nocito,42.4989645,-0.117698,22373
515057336,Lda. Genoveva Medina Galán,37.4727193,-5.6508689,41410
522900115,"Farmàcia Caus Fumaña, Marta",41.5014161,2.0903834,08193
523316402,Licenciada Mireya Panizo,43.3273599,-3.0319343,48980
523377846,Zulaika Olaskoaga,43.2822003,-2.1687869,20800
523377855,A.E. Barrenetxea,43.2853486,-2.1681603,20800
523377870,Larrañaga,43.2856798,-2.1741461,20800
527849196,Avellan Sarrais Sancho Avellan,41.6501297,-0.8969212,50010
527868059,"Rovira Burgues, Joaquín",41.6499689,-0.8990074,50010
527881486,Farmacia Palomera,41.6506369,-0.9036739,50010
527881488,"Beamonte Rico, Luis",41.6517505,-0.9049129,50010
527881490,Farmacia Delicias 30,41.6511453,-0.9052745,50010
529161711,Pharmacy 529161711,39.5181138,-0.4215514,46980
530289812,Pharmacy 530289812,39.4857196,-0.3968698,46015
530801319,"Farmàcia Solé Pons, Maria del Mar",41.1216783,1.2443641,43002
535073809,Farmacia Oasisfarma Nerja,36.7554258,-3.8745051,29780
539640130,Pharmacy 539640130,38.6428453,0.0577574,03710
541474470,Martínez Beltrán,41.7641271,-2.4679167,42001
541868917,Lda. Alba Palacín Arce,42.3414667,-3.7015488,09003
542514388,Aguinagalde Botika,42.9771104,-2.2897074,20215
544477617,Farmacia del Parque de Pinos Puente,37.2498224,-3.7489614,18240
544505524,Farmacia-Ortopedia Jiménez Millán,37.1901436,-3.6039067,18013
544605092,Farmacia Gálvez Lorente-Campo verde/Cartuja,37.1970479,-3.6019642,18011
544605476,Farmacia Antonio Figueredo Cabrera,37.1994751,-3.6016222,18011
544821600,Maite Lasa Arbulu,43.0092805,-2.2530085,20214
546671000,I. Gutierrez,43.221098,-2.7356394,48340
566168382,"Gómez Esteban, Mª Josefa",41.6454665,-4.7453403,47015
577491050,Farmacia Marta Nardiz,43.3243179,-2.9830385,48940
583268879,Farmacia Galdón,36.41807,-5.15442,29680
588390315,Farmàcia Roser Sanz,40.0753032,-0.213796,12110
588784604,Beatriz Sánchez-Girón González,41.6530891,-4.7419469,47014
589002589,Farmàcia Inmaculada Ripollés,40.076838,-0.2135875,12110
590458070,Farmacia Alfredo García Beltrán,40.0557962,0.0651978,12560
595245426,Arantzazu Izpizua Angoitia,43.2815479,-2.1745798,20800
597263987,Pharmacy 597263987,40.4629195,-3.6360471,28043
597263988,Pharmacy 597263988,40.4649806,-3.6389564,28043
597264230,Pharmacy 597264230,40.4666615,-3.6403967,28043
597264396,Pharmacy 597264396,40.4702384,-3.6427011,28043
597375809,Pharmacy 597375809,40.46617,-3.6367626,28043
597376022,Lázaro Días César Pablo,40.4648204,-3.6349913,28043
597376435,Pharmacy 597376435,40.4649061,-3.6297321,28043
599666640,Farmacia Pacheco Castillo,36.5879967,-4.531395,29631
599700443,"Farmàcia Puig de Dou, M. Queralt",41.4057761,2.1786434,08013
600301360,"Farmàcia Nardi Ricart, Anna",41.3895915,2.1476885,08029
600530571,Farmàcia Hereus Torras Surroca,41.4485396,2.2488028,08911
602624446,Farmacia Caleta de Vélez,36.7496494,-4.0665079,29751
604326756,Farmàcia Sara Morató Abad,41.4414694,2.2179544,08913
608398452,Farmàcia Carmen Nebot,41.4434562,2.2189838,08913
611794720,Machín Almarcegui - Marsal Machín,41.6430199,-0.8891322,50006
612577317,Ormazabal,43.3176188,-1.9188673,20110
612577323,Joaquín Pagés Romero,43.3147853,-1.9031012,20100
612577325,Querejeta,43.3115159,-1.8991349,20100
612577326,Escudero Alkiza,43.3132279,-1.9005609,20100
612577328,Rodríguez,43.3131326,-1.8995177,20100
617248480,Farmàcia Josep Salla Fuster,41.442953,2.2256189,08914
618460214,"Farmàcia García Coma, Xavier",41.4114535,2.1990606,08020
619872550,Farmàcia M. Manyer Català - S. Asencio Repullés,41.4172878,1.9249656,08757
620156129,Farmacia Mutiozabal,43.293109,-2.2545702,20750
624788671,Etxeberria (Santa Ana),43.2141566,-2.4169756,20870
624788685,Etxeberria (Errosario),43.2151521,-2.4161091,20870
624788688,Yudego,43.2154984,-2.4142822,20870
624788701,Bidasolo,43.2158541,-2.4107094,20870
626435123,Farmàcia Boscasa,41.4331348,2.216681,08918
626478929,Farmàcia Palau-Ribes O'Callaghan - Adsarà Grau,41.440181,2.221508,08913
626478935,Farmàcia Josepa Salla Clarós,41.4382693,2.2202722,08913
626478942,Farmàcia Badalona,41.4385626,2.2254755,08914
626478962,Farmàcia Jorge Gimeno Siscar,41.4421152,2.2162543,08913
626478973,Farmàcia Pau Piferrer,41.4453031,2.223117,08914
630717810,Farmàcia Mercè Condal Elies,41.4396982,2.2150667,08913
631339490,Farmacia Mª Asunción Barbero Salcedo,37.3947522,-5.9802248,41008
631339522,Farmacia Juan Carrascosa Moreno,37.3933445,-5.9806234,41003
633398647,Pharmacy 633398647,42.6614395,-6.0452781,24397
633686701,Farmacia Guerrero,42.5472152,-6.5935918,24402
633686704,Farmacia Sánchez Fuentes Machuca,42.549534,-6.5894225,24401
638864449,Farmàcia Roca-Mauri,41.4117282,2.0183873,08750
638864463,Farmàcia Núria Brun,41.4141923,2.0211903,08750
639573592,Farmacia Parque Delicias,41.6459401,-0.9129055,50017
641116585,Farmàcia Jordi Camps Font,42.25376,3.1034335,17486
650272405,Farmacia Rastoll,37.9771442,-0.6843404,03181
650907809,Farmàcia Pilar Barbero Pàmies,41.230405,0.5506288,43750
650907821,Farmàcia Amèlia Barbero Pàmies,41.2315649,0.5502239,43750
652051078,Errekalde Farmatzia,43.1721606,-2.4112681,20590
652419378,"Farmàcia Prats Gorrochategui, Matilde",41.4451469,2.1719165,08042
653314697,Farmacia Candela Cepeda,39.4884561,-6.3686731,10004
658722581,Farmacia Molinero,41.0073306,-5.649307,37184
659953006,Rus,40.3907092,-3.7534611,28047
663205714,"Farmàcia Ramon Tugas, Montserrat",41.5379387,2.212875,08100
663448450,"Farmàcia Torrents Lorca, M. del Carmen",41.2348655,1.8037971,08870
664012085,Lda. Blanca I. Manzano Manzano,42.3411479,-3.6997975,09004
666987744,Farmacia Central,41.236497,1.8094543,08870
667294366,Farmàcia Lluís Pla i Cama,41.977902,2.8200042,17002
667948022,Ldo. Pedro L. Sicilia Espuny,42.3489573,-3.6940792,09005
668465024,Pharmacy 668465024,40.4058199,-3.7011327,28012
669565172,Maribel Milà Roca,41.4075986,2.0230731,08750
669626503,Farmàcia Codina,41.4063067,2.0257971,08750
670696186,Farmàcia Susana Palau,41.9821316,2.8187681,17001
670733205,Farmacia Araceli Granada,37.1950115,-3.6114625,18014
672165586,Farmacia Rosón,42.8543216,-7.1624093,27640
672165701,Farmacia Marta y Mónica,42.8544023,-7.1629939,27640
672167130,Francisco Javier Alberca de la Iglesia,41.5107948,-5.7350531,49030
672769835,"Farmàcia Rosenfeld Barrenechea, Ricard",41.3835968,2.1696695,08001
672778150,"Farmàcia Galcerà Monné, M. Elena i Rosa",41.398628,2.1800918,08013
672779506,Farmacia Ecoceutics Eugeni Fors,41.4000479,2.1793749,08013
673663096,"Farmàcia Burset Gmur, David",42.24295,3.1249451,17486
674161570,Puerta de Atocha,40.4068166,-3.6875332,28014
674688757,Farmàcia Ramon Torelló Colet,41.3756728,2.1893469,08003
675720680,Carrascal,42.2269881,-8.731872,36211
683116163,Farmacia García Trigueros,37.3914315,-5.9690224,41007
683116271,Farmacia Consuelo González Ruiz,37.3909662,-5.9721104,41007
683626055,Plasencia Prieto José María,39.4102194,-7.2450263,10500
683626106,Pharmacy 683626106,39.4113947,-7.2430032,10500
686321505,Farmàcia Miguel Escanero,38.0907585,-0.6548401,03140
686322960,Farmàcia José Joaquín Mora Estrada,38.0884644,-0.6541501,03140
687987926,Farmacia Merayo Bello,42.5474778,-6.6016977,24402
687987932,Farmacia Escudero Rubio,42.5523713,-6.5988448,24402
691581801,"Farmàcia Nadal Casas, Manuel",41.3845322,2.170421,08002
693699822,Pharmacy 693699822,43.2939665,-8.3450231,15660
698084112,"Novella García, José",41.6683689,-0.8851737,50018
698854888,Pharmacy 698854888,40.1556065,0.0444124,12180
701299097,"Gaspar Bernad, Félix",41.6527481,-0.8790669,50003
703739798,Fernández Orcajada,43.2385598,-2.878985,48970
709125037,"Farmàcia Sanz Jornet, M. Alejandra",41.3751115,2.1432933,08014
709125044,"Farmàcia Escudero García, M. Josefa",41.3751342,2.1405636,08014
710745578,Pharmacy 710745578,39.5601633,-6.4168226,10190
726582112,Lda. Blanca Sicilia Espuny,42.3640304,-3.6561755,09007
726656552,Farmacia-Ortopedia El Zoco de Majadahonda,40.4665434,-3.8665894,28220
727339308,Farmacia Acedo Fernández,39.4738332,-6.3734068,10003
727343388,Farmacia Martín Mateos,39.4707752,-6.3793318,10001
727343390,Farmacia Cepeda Casares,39.4684029,-6.3833752,10001
727618720,"Farmàcia Curto Tort, Josefina",41.4737663,1.9127307,08760
729767768,Farmacia Castilla-Larburu,43.2669092,-1.9757306,20120
732654183,"Farmàcia Grases Capell, Josep i Mireia",41.3469253,2.0342044,08830
733890287,Pharmacy 733890287,40.0297911,-6.0869448,10600
733890313,Farmacia Lda. Carolina Sánchez Aparicio,40.0326135,-6.0851418,10600
733890317,Pharmacy 733890317,40.0353872,-6.0848569,10600
734361824,Pharmacy 734361824,40.0413633,-6.0783363,10600
734361882,Pharmacy 734361882,40.040386,-6.0801418,10600
738092732,"García de Casasola, Elena",39.458502,-6.3798891,10005
739896988,Marta Gutierrez Álvarez,43.338755,-4.0457654,39300
748577317,Farmacia Mamufar 24 horas,37.3922736,-5.9826491,41003
759885008,Farmacia Alcocebre,40.2442348,0.2763502,12579
760360127,Farmacia Jaime Román Alvarado,37.398644,-5.9856384,41003
760360271,Farmacia Herrera,37.3980859,-5.9833973,41003
760361040,Farmacia Villalobos-Justo,37.4000083,-5.9847581,41003
760564691,José Luis Crespo Pérez,41.6491821,-4.7262539,47001
760564797,Juan Carlos Pinilla Mateos,41.6574423,-4.7221288,47003
760564802,Julia Villanueva Solares,41.6529597,-4.7213002,47003
760564804,María Aránzazu de Pablo Rojo,41.6539481,-4.715585,47005
760564806,Diodoro Larriba Calle,41.6382703,-4.7383349,47007
760564809,Pastor Moyano,41.6511523,-4.7285414,47001
760564811,Blanco Guerra-Fernández Blanco,41.6501497,-4.7137034,47005
760564822,Isabel Santiago Paniagua,41.6534357,-4.7112478,47005
760564828,Isabel Torío Abad,41.6398099,-4.7386556,47006
760564831,Consuelo Gil Vicente,41.6531122,-4.7285934,47001
760760838,Zuhair Abder Razzak el Asi,41.650033,-4.7470825,47014
